Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
randomNumber = 2 + Math.random() * 10 - 2 + 1,Chrome 131.0.0.0,,,14-01-2025 15:07:17,14-01-2025 15:07:17,"0,020s",PASSED
"setText(findTestObject(""Object Repository/Page_Demo Web Shop. "" + product + ""/input_Qty_addtocart_"" + id + "".EnteredQuantity""), randomNumber.toString())",Chrome 131.0.0.0,,,14-01-2025 15:07:17,14-01-2025 15:07:17,"0,732s",PASSED
"click(findTestObject(""Object Repository/Page_Demo Web Shop. "" + product + ""/input_Qty_add-to-cart-button-"" + id))",Chrome 131.0.0.0,,,14-01-2025 15:07:17,14-01-2025 15:07:18,"0,269s",PASSED
Start listener action : autoUpdateJobStatus,Chrome 131.0.0.0,,,14-01-2025 15:07:18,14-01-2025 15:07:18,"0,001s",PASSED
,,,,,,,
Test Cases/AddItems,Chrome 131.0.0.0,,,14-01-2025 15:07:18,14-01-2025 15:07:21,"3,381s",PASSED
Start listener action : enableSauceLabs,Chrome 131.0.0.0,,,14-01-2025 15:07:18,14-01-2025 15:07:18,"0,000s",PASSED
"setText(findTestObject(""Object Repository/Page_Demo Web Shop/input_Sub-Total_q""), product)",Chrome 131.0.0.0,,,14-01-2025 15:07:18,14-01-2025 15:07:18,"0,867s",PASSED
"click(findTestObject(""Object Repository/Page_Demo Web Shop/input_Sub-Total_button-1 search-box-button""))",Chrome 131.0.0.0,,,14-01-2025 15:07:18,14-01-2025 15:07:19,"0,690s",PASSED
"xpath = ""//div[@class='product-item' and @data-productid='"" + id + ""']//a""",Chrome 131.0.0.0,,,14-01-2025 15:07:19,14-01-2025 15:07:19,"0,001s",PASSED
"productLink = TestObject().addProperty(""xpath"", EQUALS, xpath)",Chrome 131.0.0.0,,,14-01-2025 15:07:19,14-01-2025 15:07:19,"0,000s",PASSED
click(productLink),Chrome 131.0.0.0,,,14-01-2025 15:07:19,14-01-2025 15:07:20,"0,803s",PASSED
randomNumber = 2 + Math.random() * 10 - 2 + 1,Chrome 131.0.0.0,,,14-01-2025 15:07:20,14-01-2025 15:07:20,"0,001s",PASSED
"setText(findTestObject(""Object Repository/Page_Demo Web Shop. "" + product + ""/input_Qty_addtocart_"" + id + "".EnteredQuantity""), randomNumber.toString())",Chrome 131.0.0.0,,,14-01-2025 15:07:20,14-01-2025 15:07:21,"0,737s",PASSED
"click(findTestObject(""Object Repository/Page_Demo Web Shop. "" + product + ""/input_Qty_add-to-cart-button-"" + id))",Chrome 131.0.0.0,,,14-01-2025 15:07:21,14-01-2025 15:07:21,"0,271s",PASSED
Start listener action : autoUpdateJobStatus,Chrome 131.0.0.0,,,14-01-2025 15:07:21,14-01-2025 15:07:21,"0,001s",PASSED
,,,,,,,
Test Cases/Order,Chrome 131.0.0.0,,,14-01-2025 15:07:28,14-01-2025 15:07:31,"2,283s",FAILED
Start listener action : enableSauceLabs,Chrome 131.0.0.0,,,14-01-2025 15:07:28,14-01-2025 15:07:28,"0,000s",PASSED
"click(findTestObject(""Object Repository/Page_Demo Web Shop. Blue Jeans/span_Shopping cart""))",Chrome 131.0.0.0,,,14-01-2025 15:07:28,14-01-2025 15:07:29,"0,570s",PASSED
"click(findTestObject(""Object Repository/Page_Demo Web Shop. Shopping Cart/input_I agree with the terms of service and_f529a0""))",Chrome 131.0.0.0,,,14-01-2025 15:07:29,14-01-2025 15:07:29,"0,484s",PASSED
"click(findTestObject(""Object Repository/Page_Demo Web Shop. Shopping Cart/button_Checkout""))",Chrome 131.0.0.0,,,14-01-2025 15:07:29,14-01-2025 15:07:30,"0,680s",PASSED
"setText(findTestObject(""Object Repository/Page_Demo Web Shop. Checkout/input_Company_BillingNewAddress.Company""), ""Avans"")",Chrome 131.0.0.0,,,14-01-2025 15:07:30,14-01-2025 15:07:31,"0,538s",FAILED
Start listener action : autoUpdateJobStatus,Chrome 131.0.0.0,,,14-01-2025 15:07:31,14-01-2025 15:07:31,"0,001s",PASSED
,,,,,,,
Test Cases/Logout,Chrome 131.0.0.0,,,14-01-2025 15:07:31,14-01-2025 15:07:32,"0,983s",PASSED
Start listener action : enableSauceLabs,Chrome 131.0.0.0,,,14-01-2025 15:07:31,14-01-2025 15:07:31,"0,001s",PASSED
"click(findTestObject(""Object Repository/Page_Demo Web Shop/a_Log out""))",Chrome 131.0.0.0,,,14-01-2025 15:07:31,14-01-2025 15:07:31,"0,828s",PASSED
closeBrowser(),Chrome 131.0.0.0,,,14-01-2025 15:07:31,14-01-2025 15:07:32,"0,127s",PASSED
Start listener action : autoUpdateJobStatus,Chrome 131.0.0.0,,,14-01-2025 15:07:32,14-01-2025 15:07:32,"0,001s",PASSED
