Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Start listener action : enableSauceLabs,Chrome 131.0.0.0,,,14-01-2025 15:14:16,14-01-2025 15:14:16,"0,002s",PASSED
"setText(findTestObject(""Object Repository/Page_Demo Web Shop/input_Sub-Total_q""), product)",Chrome 131.0.0.0,,,14-01-2025 15:14:16,14-01-2025 15:14:16,"0,827s",PASSED
"click(findTestObject(""Object Repository/Page_Demo Web Shop/input_Sub-Total_button-1 search-box-button""))",Chrome 131.0.0.0,,,14-01-2025 15:14:16,14-01-2025 15:14:17,"0,688s",PASSED
"xpath = ""//div[@class='product-item' and @data-productid='"" + id + ""']//a""",Chrome 131.0.0.0,,,14-01-2025 15:14:17,14-01-2025 15:14:17,"0,000s",PASSED
"productLink = TestObject().addProperty(""xpath"", EQUALS, xpath)",Chrome 131.0.0.0,,,14-01-2025 15:14:17,14-01-2025 15:14:17,"0,000s",PASSED
click(productLink),Chrome 131.0.0.0,,,14-01-2025 15:14:17,14-01-2025 15:14:18,"0,844s",PASSED
randomNumber = 2 + Math.random() * 10 - 2 + 1,Chrome 131.0.0.0,,,14-01-2025 15:14:18,14-01-2025 15:14:18,"0,001s",PASSED
"setText(findTestObject(""Object Repository/Page_Demo Web Shop. "" + product + ""/input_Qty_addtocart_"" + id + "".EnteredQuantity""), randomNumber.toString())",Chrome 131.0.0.0,,,14-01-2025 15:14:18,14-01-2025 15:14:19,"0,733s",PASSED
"click(findTestObject(""Object Repository/Page_Demo Web Shop. "" + product + ""/input_Qty_add-to-cart-button-"" + id))",Chrome 131.0.0.0,,,14-01-2025 15:14:19,14-01-2025 15:14:19,"0,276s",PASSED
Start listener action : autoUpdateJobStatus,Chrome 131.0.0.0,,,14-01-2025 15:14:19,14-01-2025 15:14:19,"0,000s",PASSED
,,,,,,,
Test Cases/Order,Chrome 131.0.0.0,,,14-01-2025 15:14:19,14-01-2025 15:14:24,"5,413s",PASSED
Start listener action : enableSauceLabs,Chrome 131.0.0.0,,,14-01-2025 15:14:19,14-01-2025 15:14:19,"0,001s",PASSED
"click(findTestObject(""Object Repository/Page_Demo Web Shop. Shopping Cart/span_Shopping cart""))",Chrome 131.0.0.0,,,14-01-2025 15:14:19,14-01-2025 15:14:20,"0,889s",PASSED
"click(findTestObject(""Object Repository/Page_Demo Web Shop. Shopping Cart/input_I agree with the terms of service and_f529a0""))",Chrome 131.0.0.0,,,14-01-2025 15:14:20,14-01-2025 15:14:20,"0,495s",PASSED
"click(findTestObject(""Object Repository/Page_Demo Web Shop. Shopping Cart/button_Checkout""))",Chrome 131.0.0.0,,,14-01-2025 15:14:20,14-01-2025 15:14:21,"0,707s",PASSED
"click(findTestObject(""Object Repository/Page_Demo Web Shop. Checkout/input_Fax number_button-1 new-address-next-_2f210c""))",Chrome 131.0.0.0,,,14-01-2025 15:14:21,14-01-2025 15:14:22,"0,546s",PASSED
"click(findTestObject(""Object Repository/Page_Demo Web Shop. Checkout/input_Fax number_PickUpInStore""))",Chrome 131.0.0.0,,,14-01-2025 15:14:22,14-01-2025 15:14:22,"0,700s",PASSED
"click(findTestObject(""Object Repository/Page_Demo Web Shop. Checkout/input__button-1 new-address-next-step-button""))",Chrome 131.0.0.0,,,14-01-2025 15:14:22,14-01-2025 15:14:23,"0,259s",PASSED
"click(findTestObject(""Object Repository/Page_Demo Web Shop. Checkout/input__button-1 payment-method-next-step-button""))",Chrome 131.0.0.0,,,14-01-2025 15:14:23,14-01-2025 15:14:23,"0,593s",PASSED
"click(findTestObject(""Object Repository/Page_Demo Web Shop. Checkout/input__button-1 payment-info-next-step-button""))",Chrome 131.0.0.0,,,14-01-2025 15:14:23,14-01-2025 15:14:24,"0,599s",PASSED
"click(findTestObject(""Object Repository/Page_Demo Web Shop. Checkout/input__button-1 confirm-order-next-step-button""))",Chrome 131.0.0.0,,,14-01-2025 15:14:24,14-01-2025 15:14:24,"0,592s",PASSED
Start listener action : autoUpdateJobStatus,Chrome 131.0.0.0,,,14-01-2025 15:14:24,14-01-2025 15:14:24,"0,000s",PASSED
,,,,,,,
Test Cases/Logout,Chrome 131.0.0.0,,,14-01-2025 15:14:24,14-01-2025 15:14:26,"1,779s",PASSED
Start listener action : enableSauceLabs,Chrome 131.0.0.0,,,14-01-2025 15:14:24,14-01-2025 15:14:24,"0,001s",PASSED
"click(findTestObject(""Object Repository/Page_Demo Web Shop/a_Log out""))",Chrome 131.0.0.0,,,14-01-2025 15:14:24,14-01-2025 15:14:26,"1,628s",PASSED
closeBrowser(),Chrome 131.0.0.0,,,14-01-2025 15:14:26,14-01-2025 15:14:26,"0,119s",PASSED
Start listener action : autoUpdateJobStatus,Chrome 131.0.0.0,,,14-01-2025 15:14:26,14-01-2025 15:14:26,"0,001s",PASSED
